1711997990,gpt-4-turbo-preview,3378,textDocument/documentHighlight,11,882,80,962
1713375222,gpt-4-turbo-preview,4064,textDocument/diagnostic,11,873,51,924
1713375224,gpt-4-turbo-preview,2148,textDocument/codeAction,11,906,28,934
1713375226,gpt-4-turbo-preview,1637,textDocument/codeAction,11,906,28,934
1713375227,gpt-4-turbo-preview,1535,textDocument/codeAction,11,906,28,934
1713375354,gpt-4-turbo-preview,2453,textDocument/codeAction,11,906,28,934
1713375356,gpt-4-turbo-preview,2348,textDocument/codeAction,11,906,28,934
1713375359,gpt-4-turbo-preview,3172,textDocument/codeAction,11,906,28,934
1713375366,gpt-4-turbo-preview,6417,textDocument/codeAction,11,906,28,934
1713375469,gpt-4-turbo-preview,3935,textDocument/diagnostic,11,873,51,924
1713375471,gpt-4-turbo-preview,1740,textDocument/codeAction,11,906,28,934
1713375472,gpt-4-turbo-preview,1536,textDocument/codeAction,11,906,28,934
1713375474,gpt-4-turbo-preview,1943,textDocument/codeAction,11,906,28,934
1713375480,gpt-4-turbo-preview,1706,textDocument/codeAction,11,906,28,934
1713375482,gpt-4-turbo-preview,1837,textDocument/codeAction,11,906,28,934
1713375487,gpt-4-turbo-preview,1690,textDocument/codeAction,11,906,28,934
1713375491,gpt-4-turbo-preview,1706,textDocument/codeAction,11,906,28,934
1713375493,gpt-4-turbo-preview,1734,textDocument/codeAction,11,906,28,934
1713375498,gpt-4-turbo-preview,1551,textDocument/codeAction,11,906,18,924
1713375500,gpt-4-turbo-preview,2252,textDocument/diagnostic,11,873,51,924
1713375502,gpt-4-turbo-preview,1637,textDocument/codeAction,11,906,28,934
1713375507,gpt-4-turbo-preview,4912,textDocument/codeAction,11,906,28,934
1713375509,gpt-4-turbo-preview,2252,textDocument/diagnostic,11,873,51,924
1713375511,gpt-3.5-turbo,1637,textDocument/completion,11,889,57,946
1713375512,gpt-4-turbo-preview,1639,textDocument/codeAction,11,906,28,934
1713375518,gpt-4-turbo-preview,5533,textDocument/codeAction,11,906,28,934
1713375521,gpt-4-turbo-preview,3270,textDocument/codeAction,11,906,28,934
1713375523,gpt-4-turbo-preview,1637,textDocument/codeAction,11,906,28,934
1713375529,gpt-4-turbo-preview,6552,textDocument/codeAction,11,906,28,934
1713375532,gpt-4-turbo-preview,2149,textDocument/codeAction,11,906,28,934
1713375534,gpt-4-turbo-preview,2251,textDocument/codeAction,11,906,28,934
1713375536,gpt-4-turbo-preview,2047,textDocument/codeAction,11,906,28,934
1713375538,gpt-4-turbo-preview,1739,textDocument/codeAction,11,906,28,934
1713375540,gpt-4-turbo-preview,1842,textDocument/codeAction,11,906,28,934
1713375542,gpt-4-turbo-preview,2662,textDocument/diagnostic,11,873,51,924
1713375544,gpt-4-turbo-preview,2046,textDocument/codeAction,11,906,28,934
1713375545,gpt-4-turbo-preview,1118,textDocument/codeAction,11,906,18,924
1713375579,gpt-4-turbo-preview,1591,textDocument/codeAction,11,906,28,934
1713378495,gpt-4-turbo-preview,1981,textDocument/codeAction,11,906,28,934
1713378501,gpt-4-turbo-preview,5919,textDocument/codeAction,11,906,28,934
1713379182,gpt-4-turbo-preview,2485,textDocument/diagnostic,11,873,51,924
1713379184,gpt-4-turbo-preview,2251,textDocument/codeAction,11,906,28,934
1713379186,gpt-4-turbo-preview,1433,textDocument/codeAction,11,906,28,934
1713379188,gpt-4-turbo-preview,2558,textDocument/codeAction,11,906,28,934
1713379190,gpt-4-turbo-preview,1739,textDocument/codeAction,11,906,28,934
1713379193,gpt-4-turbo-preview,2558,textDocument/codeAction,11,906,28,934
1713379194,gpt-4-turbo-preview,1427,textDocument/codeAction,11,906,28,934
1713379232,gpt-4-turbo-preview,1975,textDocument/codeAction,11,906,28,934
1713379238,gpt-3.5-turbo,1369,textDocument/completion,11,889,53,942
1713379257,gpt-3.5-turbo,1887,textDocument/completion,11,889,76,965
1713380088,gpt-3.5-turbo,2596,textDocument/codeAction,11,906,142,1048
1713380090,gpt-3.5-turbo,1944,textDocument/codeAction,11,906,83,989
1713380091,gpt-3.5-turbo,1534,textDocument/codeAction,11,906,69,975
1713380095,gpt-3.5-turbo,3583,textDocument/codeAction,11,906,192,1098
1713380137,gpt-3.5-turbo,622,textDocument/codeAction,11,906,4,910
1713380138,gpt-3.5-turbo,1637,textDocument/codeAction,11,906,69,975
1713380303,gpt-4-turbo-preview,28794,textDocument/completion,5,588,546,1134
1713380383,gpt-4-turbo-preview,17059,textDocument/completion,10,1396,388,1784
1713381299,gpt-4-turbo-preview,21985,textDocument/completion,10,1396,439,1835
1713381368,gpt-4-turbo-preview,16964,textDocument/completion,2,83,380,463
1713381771,gpt-4-turbo-preview,54396,textDocument/completion,3,257,991,1248
1713464157,gpt-4-turbo-preview,41033,textDocument/completion,3,257,658,915
1713466194,gpt-4-turbo-preview,22827,textDocument/completion,10,1406,402,1808
1713466280,gpt-4-turbo-preview,11503,textDocument/completion,3,267,205,472
1713551630,gpt-4-turbo-preview,38619,textDocument/completion,3,257,798,1055
1713552331,gpt-4-turbo-preview,43133,textDocument/completion,3,257,958,1215
1713552550,gpt-4-turbo-preview,27399,textDocument/completion,3,257,598,855
1713552624,gpt-4-turbo-preview,51330,textDocument/completion,3,257,932,1189
